tweet,mentioned,hashtags,clean_tweet,Tweet length
Work in progress-Outbreak the food hunger campaign.#gautamgambhirfoundation #coronavirus #stayhome #foodhunger #narendramodi #arvindkejriwal #delhi #coronawarriors #covid @ Little SEEDS NGO https://t.co/T5cAW4W33K,[],"['#gautamgambhirfoundation', '#coronavirus', '#stayhome', '#foodhunger', '#narendramodi', '#arvindkejriwal', '#delhi', '#coronawarriors', '#covid']",work progress outbreak food hunger campaign little seeds ngo,60
"Lockdown in New Delhi - 3
Under this title I will post the series of photos I have taken during the lockdown 2020.
#covid19 #pandemic #instagood #ig_worldclub #igourisrael #yedioth #lametayel #nat_geo #ig_photography… https://t.co/w6Mh3fSEwW",[],"['#covid19', '#pandemic', '#instagood', '#ig_worldclub', '#igourisrael', '#yedioth', '#lametayel', '#nat_geo', '#ig_photography']",lockdown new delhi title post series photos taken lockdown,58
It is a golden chance for mass #alcohol Deaddiction during the ongoing #Lockdown the world over...  #Cigarettesmustfall and gutka too... Once in a lifetime opportunity!!!,[],"['#alcohol', '#Lockdown', '#Cigarettesmustfall']",golden chance mass deaddiction ongoing world gutka lifetime opportunity,71
"""The burden of sustaining my 2 sisters &amp; parents in rented room became almost impossible after #lockdown. This dry ration distribution has brought relief as buying food supplies for another month will not bother me now.”
Gurdeep, #Bhawanigarh
https://t.co/geNCAffe5E
#IndiaShares https://t.co/VgKozbR7vX",[],"['#lockdown', '#Bhawanigarh', '#IndiaShares']",burden sustaining sisters parents rented room became almost impossible dry ration distribution brought relief buying food supplies another month bother gurdeep,159
"Make your #surroundings #safer by #disinfecting your #home and make it #100% #virus and #germs #free
.
We are here for you even in #lockdown.
.
#Contact Us! https://t.co/JzqMsnb76Q",[],"['#surroundings', '#safer', '#disinfecting', '#home', '#virus', '#germs', '#free', '#lockdown', '#Contact']",make make even us,17
"Fascinating discussions capturing different subjects. 

Truly appreciative @Shubhrastha ji and team of @ChurnLive 👍

#IndiaFightsCorona @YAAC2020 https://t.co/Cu9TEiPnBP","['@Shubhrastha', '@ChurnLive', '@YAAC2020']",['#IndiaFightsCorona'],fascinating discussions capturing different subjects truly appreciative ji team,79
"This image speaks much louder than words!! 
Salute you #CoronaWarriors 

@sambitswaraj @sanghaviharsh @amitmalviya @TajinderBagga @Bittu_Tufani @AlokTiwari9335 @iSinghApurva @TheDeepak2020 @gauravtiwarirau @Vijay_Gautamm
@iPuneetSharma @ippatel 

 #COVID__19 #IndiaFightsCorona https://t.co/hS8WdJhz0K","['@sambitswaraj', '@sanghaviharsh', '@amitmalviya', '@TajinderBagga', '@Bittu_Tufani', '@AlokTiwari9335', '@iSinghApurva', '@TheDeepak2020', '@gauravtiwarirau', '@Vijay_Gautamm', '@iPuneetSharma', '@ippatel']","['#CoronaWarriors', '#COVID__19', '#IndiaFightsCorona']",image speaks much louder words salute,37
"Untill we don't develop the vaccine for Covid19, we have to live with this pandemic. We must have to make it a habit of wearing mask and washing hands frequently. Our Health workers deserves the highest commendation. Let us appreciate all the corona warriors. #IndiaFightsCorona",[],['#IndiaFightsCorona'],untill develop vaccine covid live pandemic must make habit wearing mask washing hands frequently health workers deserves highest commendation let us appreciate corona warriors,175
Here’s my little girl looking all pretty... haven’t seen her in forever thanks to the #lockdown 💔 https://t.co/AAgNgc2dGv,[],['#lockdown'],little girl looking pretty seen forever thanks,46
"@Dr_Uditraj @INCIndia Did you not get any share from 60 years looted treasure for dynasty Chamchagiri to subsist during approx. 2 month long #Lockdown ?
Much surprised It is time to demand your share","['@Dr_Uditraj', '@INCIndia']",['#Lockdown'],get share years looted treasure dynasty chamchagiri subsist approx month long much surprised time demand share,110
"A Brutal crash in #MotoGP
Click the link to see full video👉
https://t.co/6xYa91jYPf

#lockdownindia #coronavirus #KimJungUn #lockdown #twittervskpop #motosquad https://t.co/0TPWtWpOiC",[],"['#MotoGP', '#lockdownindia', '#coronavirus', '#KimJungUn', '#lockdown', '#twittervskpop', '#motosquad']",brutal crash click link see full video,38
"Advice being given to the passengers of Jaipur-Patna Shramik Special train
#ShramikSpecial trains r being run by @RailMinIndia for movement of labour,migrant workers,tourists stranded due to #Lockdown 
#CoronaWarriors #rpf #railwyas #Covid_19 https://t.co/EI7TwB9p63",['@RailMinIndia'],"['#ShramikSpecial', '#Lockdown', '#CoronaWarriors', '#rpf', '#railwyas', '#Covid_19']",advice given passengers jaipur patna shramik special train trains r run movement labour migrant workers tourists stranded due,125
Is it right to open the liquor shops? @narendramodi @CMODelhi Due to this lockdown peoples are engaged with their children's and family members.  And by drinking alcohol it might create daunting situation for all. #StayHome #StaySafe #IndiaFightsCoronavirus,"['@narendramodi', '@CMODelhi']","['#StayHome', '#StaySafe', '#IndiaFightsCoronavirus']",right open liquor shops due lockdown peoples engaged children family members drinking alcohol might create daunting situation,125
"Corona Updates.
#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #covid_19 #stayhome #staysafe https://t.co/UxBJmSGWTo",[],"['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#covid_19', '#stayhome', '#staysafe']",corona updates,14
"Corona Updates.
#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #covid_19 #stayhome #staysafe https://t.co/u2lhx9eFwT",[],"['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#covid_19', '#stayhome', '#staysafe']",corona updates,14
"Two great tastes that taste great together. ❤ MAGGIE + CHAI @TheChaiStop 😍
MAGGIE... be my forever #love 😍 ..
#maggie #tea #QuarantineLife https://t.co/KGhf2YXQ0t",['@TheChaiStop'],"['#love', '#maggie', '#tea', '#QuarantineLife']",two great tastes taste great together maggie chai maggie forever,64
"Corona Updates.
#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #covid_19 #stayhome #staysafe @diljitdosanjh @theJagmeetSingh @sherryontopp @JustinTrudeau https://t.co/XOyS1ON6Sd","['@diljitdosanjh', '@theJagmeetSingh', '@sherryontopp', '@JustinTrudeau']","['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#covid_19', '#stayhome', '#staysafe']",corona updates,14
"Whole body workout along with full entertainment is the right definition of ZENITH DANCE WORKOUT. 💪 

Catch us live on Facebook, for the online sesssion, today at 6 PM. 😍

#quarantine #quarantinelife… https://t.co/k20PBA1V4b",[],"['#quarantine', '#quarantinelife']",whole body workout along full entertainment right definition zenith dance workout catch us live facebook online sesssion today pm,129
"➡️Don't change your Brand, change your shop.
*Visit our website to get groceries delivered straight to your door in Delhi NCR* 
✅Inquiry 📞 : https://t.co/MBDsohDWHd
&gt;
✅https://t.co/MGMQgWS5lW
&gt;
✅App:- https://t.co/qKYaGY6NIQ

#quarantine #groceryshopping #quarantinelife https://t.co/gRCKRMWTiV",[],"['#quarantine', '#groceryshopping', '#quarantinelife']",change brand change shop visit website get groceries delivered straight door delhi ncr inquiry gt gt app,104
"After the #lockdown is finished, what's the first thing you would do ?? https://t.co/YEzej1ZYIP",[],['#lockdown'],finished first thing would,26
"Appreciable work done by the Government in providing ration to the Nation. Well done
#IndiaFightsCorona #IndiaWithPmModi https://t.co/txgGiBVEsM",[],"['#IndiaFightsCorona', '#IndiaWithPmModi']",appreciable work done government providing ration nation well done,66
"#Lockdown has changed many things, from our life to the life outside.

Meanwhile, on field works have been resumed in Haridwar taking care of the precautionary measures.

Watch the video to know more.

Source : youtube https://t.co/PPPg8WdQQw",[],['#Lockdown'],changed many things life life outside meanwhile field works resumed haridwar taking care precautionary measures watch video know source youtube,143
"#IndiaFightsCorona
Nanomedicine against COVID-19
via NaMo App https://t.co/m83MHY6Ald",[],['#IndiaFightsCorona'],nanomedicine covid,18
"#IndiaFightsCorona
SHGs make over one crore masks
via NaMo App https://t.co/3PikCmbW1m",[],['#IndiaFightsCorona'],shgs make one crore masks,25
"Sanitization in Adchini Village and Adchini DDA flats by sdmc under the guidance of Radhika abrol! #indiafightsCorona #CleanIndia
#Covid_19 #lockdownindia https://t.co/0LkvETaYDp",[],"['#indiafightsCorona', '#CleanIndia', '#Covid_19', '#lockdownindia']",sanitization adchini village adchini dda flats sdmc guidance radhika abrol,74
"Chicken. Dinner 😅 
@shehwajkhan746 
.
 
.
.
.
.
.
.
.
.

.
#shehwajkhan746 #shahbaz_ansari #pubg #gaming #gamer #playerunknownsbattlegrounds #player #stayhome #pubgmobile #pubgindia #instagood #insta #instatravel… https://t.co/1qU0DPrBVm",['@shehwajkhan746'],"['#shehwajkhan746', '#shahbaz_ansari', '#pubg', '#gaming', '#gamer', '#playerunknownsbattlegrounds', '#player', '#stayhome', '#pubgmobile', '#pubgindia', '#instagood', '#insta', '#instatravel']",chicken dinner,14
"What're your looks score? #SummerVibe

#summervibes #springsummer #outfits #quarantine #lockdown #stayhome #staysafe #newdelhi https://t.co/XWFOnvLB4k",[],"['#SummerVibe', '#summervibes', '#springsummer', '#outfits', '#quarantine', '#lockdown', '#stayhome', '#staysafe', '#newdelhi']",looks score,11
"Get summer-ready with the latest air conditioners available at your nearest ep store.
Enquire now - https://t.co/eO9yysWcsQ

#airconditioner #cooling #coolair #electronicstore #summerseason #stayhome #staysafe #newdelhi https://t.co/nas1YjECYG",[],"['#airconditioner', '#cooling', '#coolair', '#electronicstore', '#summerseason', '#stayhome', '#staysafe', '#newdelhi']",get summer ready latest air conditioners available nearest ep store enquire,75
"#relaxation in #Lockdown3.
Let there be relaxation in our zone, we do not have to forgo the #precaution.
Still, if possible, #StayHome #staysafe . https://t.co/4jJE3xTCaQ",[],"['#relaxation', '#Lockdown3', '#precaution', '#StayHome', '#staysafe']",let relaxation zone forgo still possible,40
#Lockdown ma kuch to ker lo 😂 https://t.co/FPHYySeJ5k,[],['#Lockdown'],kuch ker lo,11
"@rajeev_mp Only dogmatic people call it #ChinaVirus , remember @realDonaldTrump . Lovely and educated people call it #pandemic","['@rajeev_mp', '@realDonaldTrump']","['#ChinaVirus', '#pandemic']",dogmatic people call remember lovely educated people call,57
"Main purpose of #LockDown should be to rigorously increase testing in the period, without that the suffering of working class and economy is purposeless. 

 #ModiTestKarona",[],"['#LockDown', '#ModiTestKarona']",main purpose rigorously increase testing period without suffering working class economy purposeless,99
"‘One Nation One Voice': @mangeshkarlata, @ashabhosle, @Singerkumarsan  @iSonu_Nigam among 100 singers uniting for anthem dedicated to frontline warriors fighting the #coronavirusinindia pandemic and in the aid of #PMCaresFund .
#OneNationOneVoice
#singersongwriter","['@mangeshkarlata', '@ashabhosle', '@Singerkumarsan', '@iSonu_Nigam']","['#coronavirusinindia', '#PMCaresFund', '#OneNationOneVoice', '#singersongwriter']",one nation one voice among singers uniting anthem dedicated frontline warriors fighting pandemic aid,100
"@BhavnaLimbachia #goodmorning from India! Our #lockdown just got extended..so pls do us all a favour n post vids, “home baking” or “Netflix suggestions” Or a live..so that we can stay sane..Hope u &amp; ur family r well? #StayAtHomeAndStaySafe  n Keep smiling 🤗🥰💕 #goodvibes only!",['@BhavnaLimbachia'],"['#goodmorning', '#lockdown', '#StayAtHomeAndStaySafe', '#goodvibes']",india got extended pls us favour n post vids home baking netflix suggestions live stay sane hope u ur family r well n keep smiling,130
"Bcoz its trending, so I thought to give it a try!! First cake baked by me. #lockdown #lockdown2020 @ Noida https://t.co/63VcaOmqr2",[],"['#lockdown', '#lockdown2020']",bcoz trending thought give try first cake baked noida,53
@abhiemanyu bhai @TajinderBagga Sir @pfaindia @DelhiPolice @CPDelhi @dtptraffic @DCPSEastDelhi @DCPSouthDelhi @DcpNorthDelhi @DCPCentralDelhi Would you please intervene and ensure that Animal welfare laws are followed in your district? Is this #lockdown @ArvindKejriwal ji ?? https://t.co/9txgXjMU29,"['@abhiemanyu', '@TajinderBagga', '@pfaindia', '@DelhiPolice', '@CPDelhi', '@dtptraffic', '@DCPSEastDelhi', '@DCPSouthDelhi', '@DcpNorthDelhi', '@DCPCentralDelhi', '@ArvindKejriwal']",['#lockdown'],bhai sir would please intervene ensure animal welfare laws followed district ji,79
"@devduttmyth The neighborhood #kirana stores, #vegetable sellers and #motherdairy milk kiosks are the #RealHeroes of this #lockdown",['@devduttmyth'],"['#kirana', '#vegetable', '#motherdairy', '#RealHeroes', '#lockdown']",neighborhood stores sellers milk kiosks,39
"@DrShobha Alcohol dependency would have got cured during #Lockdown, but they want the addictive phase back... Anticipated result: domestic violence, malnutrition in children, street fights, increased risk of chronic illnesses, more govt revenue...",['@DrShobha'],['#Lockdown'],alcohol dependency would got cured want addictive phase back anticipated result domestic violence malnutrition children street fights increased risk chronic illnesses govt revenue,179
"We are esteemed Training Partner (G K Foundation) empanelled with UP Skill Development Mission (UPSDM) 
@CMOfficeuttarpradesh
@UPSDMOfficial #StayhomeStaysafe #Indiafightscorona #Waragainstcorona https://t.co/MVfrJI76rm","['@CMOfficeuttarpradesh', '@UPSDMOfficial']","['#StayhomeStaysafe', '#Indiafightscorona', '#Waragainstcorona']",esteemed training partner g k foundation empanelled skill development mission upsdm,83
"We are esteemed Training Partner (Eupraxis Expert Systems Consulting Pvt. Ltd.) empanelled with UP Skill Development Mission (UPSDM) 
@CMOfficeuttarpradesh
@UPSDMOfficial #StayhomeStaysafe #Indiafightscorona #Waragainstcorona https://t.co/AX7RQXKFT7","['@CMOfficeuttarpradesh', '@UPSDMOfficial']","['#StayhomeStaysafe', '#Indiafightscorona', '#Waragainstcorona']",esteemed training partner eupraxis expert systems consulting pvt ltd empanelled skill development mission upsdm,111
